handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,theme
HillaryClinton,The Adoption and Safe Families Act helped thousands of kids find loving families—including this one. https://t.co/jnKtaTLjeL,False,,2016-05-29 23:06:07,,,False,1143,2963,The Adoption and Safe Families Act helped thousands of kids find loving families—including this one. ,6.667007,-0.013494361,Security
realDonaldTrump,"If dummy Bill Kristol actually does get a spoiler to run as an Independent, say good bye to the Supreme Court!",False,,2016-05-29 23:02:01,,,False,6025,16329,"If dummy Bill Kristol actually does get a spoiler to run as an Independent, say good bye to the Supreme Court!",5.6562986,-3.493599,Endorsement
realDonaldTrump,The Republican Party has to be smart &amp; strong if it wants to win in November. Can't allow lightweights to set up a spoiler Indie candidate!,False,,2016-05-29 22:58:27,,,False,6174,21206,The Republican Party has to be smart &amp; strong if it wants to win in November. Can't allow lightweights to set up a spoiler Indie candidate!,7.4963007,4.556959,Opposition
realDonaldTrump,"Bill Kristol has been wrong for 2yrs-an embarrassed loser, but if the GOP can't control their own, then they are not a party. Be tough, R's!",False,,2016-05-29 22:53:16,,,False,5098,16430,"Bill Kristol has been wrong for 2yrs-an embarrassed loser, but if the GOP can't control their own, then they are not a party. Be tough, R's!",1.8680656,0.6048105,Endorsement
realDonaldTrump,Good news is that my campaign has perhaps more cash than any campaign in the history of politics- b/c I stand 100% behind everything we do.,False,,2016-05-29 21:43:15,,,False,6149,20070,Good news is that my campaign has perhaps more cash than any campaign in the history of politics- b/c I stand 100% behind everything we do.,4.293048,-4.059251,Endorsement
HillaryClinton,Our most important task is making sure we give our kids a better life. That's the promise of America. https://t.co/msyv7VWlH3,False,,2016-05-29 16:54:48,,,False,2707,9153,Our most important task is making sure we give our kids a better life. That's the promise of America. ,1.8661059,0.6214933,Endorsement
realDonaldTrump,Heading to D.C. to see and hear ROLLING THUNDER. Amazing people that LOVE OUR COUNTRY. Great spirit!,False,,2016-05-29 16:45:44,,,False,4805,18037,Heading to D.C. to see and hear ROLLING THUNDER. Amazing people that LOVE OUR COUNTRY. Great spirit!,4.101424,-4.012576,Endorsement
HillaryClinton,"Watch Hillary wonk out with a nurse in New Jersey over solving one of the world's most serious problems.
https://t.co/0Ej6gaWzIf",False,,2016-05-29 14:10:44,,,False,2095,5012,"Watch Hillary wonk out with a nurse in New Jersey over solving one of the world's most serious problems.
",1.9649813,-2.3461885,Economy
realDonaldTrump,Honor Memorial Day by thinking of and respecting all of the great men and women that gave their lives for us and our country! We love them.,False,,2016-05-29 11:04:47,,,False,15086,40728,Honor Memorial Day by thinking of and respecting all of the great men and women that gave their lives for us and our country! We love them.,11.758143,-2.9209666,Appreciation
HillaryClinton,Disgusting. https://t.co/A8Hm24ZT1H,False,,2016-05-28 22:17:50,,,False,1679,3398,Disgusting. ,11.801713,-2.9595277,Appreciation
realDonaldTrump,Does President Obama ever discuss the sneak attack on Pearl Harbor while he's in Japan? Thousands of American lives lost. #MDW,False,,2016-05-28 21:34:55,,,False,10998,27640,Does President Obama ever discuss the sneak attack on Pearl Harbor while he's in Japan? Thousands of American lives lost. #MDW,11.798606,-2.963715,Appreciation
realDonaldTrump,Don't believe the biased and phony media quoting people who work for my campaign. The only quote that matters is a quote from me!,False,,2016-05-28 21:33:58,,,False,7203,20010,Don't believe the biased and phony media quoting people who work for my campaign. The only quote that matters is a quote from me!,4.2071104,0.94869375,Endorsement
realDonaldTrump,"I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!",False,,2016-05-28 20:28:48,,,False,5308,17466,"I am always on the front page of the failing @nytimes, but when I won the GOP nomination, I'm in the back of the paper. Very dishonest!",13.069116,2.0648324,Engagement
realDonaldTrump,The media is on a new phony kick about my management style. I spend much less money &amp; get much better results! What we need as Prez!,False,,2016-05-28 20:28:40,,,False,5871,20073,The media is on a new phony kick about my management style. I spend much less money &amp; get much better results! What we need as Prez!,12.753822,5.02259,Engagement
realDonaldTrump,"The failing @nytimes wrote a story about my management style &amp; that I don't have many people. I have 73, Hillary has 800- &amp; I'm beating her.",False,,2016-05-28 20:28:22,,,False,5279,16742,"The failing @nytimes wrote a story about my management style &amp; that I don't have many people. I have 73, Hillary has 800- &amp; I'm beating her.",6.939846,3.9280436,Opposition
HillaryClinton,Some on the other side may say our best days are behind us. Let's prove them wrong. https://t.co/wiWY8WUVIh,False,,2016-05-28 19:55:52,,,False,2181,6453,Some on the other side may say our best days are behind us. Let's prove them wrong. ,6.040633,-0.58441186,Security
HillaryClinton,"""Pregnancy is...certainly an inconvenience for a business."" —Donald Trump

Here's Hillary's take →
https://t.co/eu2I0JrxSV",False,,2016-05-28 16:24:30,,,False,2350,4586,"""Pregnancy is...certainly an inconvenience for a business."" —Donald Trump

Here's Hillary's take →
",4.5470433,1.304164,Endorsement
realDonaldTrump,I (we) broke the all-time record for most votes gotten in a Republican Primary - by a lot - and with many states left to go! Thank you.,False,,2016-05-28 14:47:16,,,False,7866,27754,I (we) broke the all-time record for most votes gotten in a Republican Primary - by a lot - and with many states left to go! Thank you.,5.024985,1.5299336,Endorsement
realDonaldTrump,"The U.S. has 69 treaties with other countries where we would have to defend them and their borders. How nice, but what do we get? NOT ENOUGH",False,,2016-05-28 13:47:10,,,False,6988,19121,"The U.S. has 69 treaties with other countries where we would have to defend them and their borders. How nice, but what do we get? NOT ENOUGH",5.333852,1.2181487,Endorsement
realDonaldTrump,"Great rally in Fresno, California- great crowd! Thank you! #Trump2016 https://t.co/TVSPvxOmve",False,,2016-05-28 06:19:54,,,False,4778,17839,"Great rally in Fresno, California- great crowd! Thank you! #Trump2016 ",3.5974193,2.644045,Social
realDonaldTrump,"Obama administration fails to screen Syrian refugees' social media accounts:
https://t.co/MMa07nwa44",False,,2016-05-28 04:13:54,,,False,5127,10759,"Obama administration fails to screen Syrian refugees' social media accounts:
",1.5687973,0.58493733,Endorsement
realDonaldTrump,.@SanDiegoPD- Fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally. Greatly appreciated!,False,,2016-05-28 02:48:22,,,False,7519,26159,.@SanDiegoPD- Fantastic job on handling the thugs who tried to disrupt our very peaceful and well attended rally. Greatly appreciated!,2.1097107,1.8142625,Endorsement
realDonaldTrump,Thank you @BillyJoel- many friends just told me you gave a very kind shoutout at MSG. Appreciate it- love your music!,False,,2016-05-28 02:19:19,,,False,4738,17092,Thank you @BillyJoel- many friends just told me you gave a very kind shoutout at MSG. Appreciate it- love your music!,5.781725,2.6657517,Social
HillaryClinton,"Donald Trump thinks workplace pregnancy is an ""inconvenience"" to businesses.

(He could be your next president.) https://t.co/LmUZI1J8KQ",False,,2016-05-28 01:13:10,,,False,2998,4020,"Donald Trump thinks workplace pregnancy is an ""inconvenience"" to businesses.

(He could be your next president.) ",7.680341,1.1455138,Endorsement
realDonaldTrump,"Wow- 25,000 in San Diego, California!
Thank you!! #Trump2016 https://t.co/1NRj3zCuui",False,,2016-05-27 23:20:01,,,False,7324,21955,"Wow- 25,000 in San Diego, California!
Thank you!! #Trump2016 ",3.739458,2.4271412,Endorsement
realDonaldTrump,"I am on @oreillyfactor tonight, a big special. @FoxNews  at 8:00 P.M. ENJOY!",False,,2016-05-27 23:19:20,,,False,1992,8486,"I am on @oreillyfactor tonight, a big special. @FoxNews  at 8:00 P.M. ENJOY!",2.4675872,1.9478788,Endorsement
HillaryClinton,"From ripping off veterans to demeaning women, Trump spent the week insulting just about everyone: https://t.co/RubNk8j7c2",False,,2016-05-27 23:03:49,,,False,2037,3157,"From ripping off veterans to demeaning women, Trump spent the week insulting just about everyone: ",4.5983276,-2.6836858,Endorsement
HillaryClinton,"Donald Trump thinks climate change is a “hoax.”

President Trump would destroy our ability to combat it.
https://t.co/8TeARR4FUL",False,,2016-05-27 20:50:44,,,False,2512,4091,"Donald Trump thinks climate change is a “hoax.”

President Trump would destroy our ability to combat it.
",10.946076,2.4467955,Opposition
realDonaldTrump,"Bill O'Reilly doing a major special on @OreillyFactor tonight- @FoxNews at 8pmE. Watch it, should be good! #Trump2016",False,,2016-05-27 17:35:56,,,False,3015,10630,"Bill O'Reilly doing a major special on @OreillyFactor tonight- @FoxNews at 8pmE. Watch it, should be good! #Trump2016",2.4890037,1.9723713,Endorsement
HillaryClinton,"$25 billion could pay for:

1,500 new schools.
Clean energy to power 5 million homes.

or...

Trump's wall: https://t.co/GmVfH0zR1D",False,,2016-05-27 17:31:00,,,False,1724,3018,"$25 billion could pay for:

1,500 new schools.
Clean energy to power 5 million homes.

or...

Trump's wall: ",5.487449,2.4426239,Endorsement
HillaryClinton,"If fighting for equal pay, paid leave and affordable child care is playing the ""woman card,"" well... https://t.co/qRe981zv25",True,HFA,2016-05-27 16:23:30,,,False,1367,2955,"If fighting for equal pay, paid leave and affordable child care is playing the ""woman card,"" well... ",12.884225,-1.579765,Engagement
realDonaldTrump,"AN AMERICA FIRST ENERGY PLAN
#MakeAmericaGreatAgain #Trump2016
https://t.co/kTi6e1zyNI https://t.co/WjI8Rx11no",False,,2016-05-27 14:10:07,,,False,4992,13083,"AN AMERICA FIRST ENERGY PLAN
#MakeAmericaGreatAgain #Trump2016
 ",6.9031053,4.278761,Opposition
HillaryClinton,"The first in a new series: a message from your potential next president—on pregnancy.
https://t.co/LmUZI20JCo",False,,2016-05-27 11:54:49,,,False,2262,3295,"The first in a new series: a message from your potential next president—on pregnancy.
",4.4243712,-4.771579,Endorsement
realDonaldTrump,Poll data shows that @marcorubio does by far the best in holding onto his Senate seat in Florida. Important to keep the MAJORITY. Run Marco!,False,,2016-05-27 02:09:03,,,False,6426,22391,Poll data shows that @marcorubio does by far the best in holding onto his Senate seat in Florida. Important to keep the MAJORITY. Run Marco!,0.20843562,2.430579,Endorsement
HillaryClinton,"""I don't think a nation can be great that turns its back on the poor and the unfortunate."" —Hillary in 1994 #TBT
https://t.co/uPmFv2osrB",False,,2016-05-27 01:07:26,,,False,2285,4757,"""I don't think a nation can be great that turns its back on the poor and the unfortunate."" —Hillary in 1994 #TBT
",12.893003,2.191292,Engagement
HillaryClinton,"What we need: bridges, schools, a clean energy grid.

What Trump wants: a wall. https://t.co/v61oYTyycJ https://t.co/QdFDJizLHj",False,,2016-05-27 00:26:10,,,False,1917,3485,"What we need: bridges, schools, a clean energy grid.

What Trump wants: a wall.  ",4.1014295,-3.2007551,Endorsement
HillaryClinton,Couldn't agree more. https://t.co/gfk8NWAhIY,False,,2016-05-26 23:12:29,,,True,2058,4458,Couldn't agree more. ,4.1854877,-3.2549274,Endorsement
realDonaldTrump,"Today we, together, won the Republican Nomination for President! https://t.co/82l6TjA2lk",False,,2016-05-26 22:57:39,,,False,8982,25937,"Today we, together, won the Republican Nomination for President! ",4.3935723,-3.8273256,Endorsement
HillaryClinton,"Because climate change has one major impact that, for Trump, is awkwardly personal... https://t.co/yckm2FtxBl",True,johnpodesta,2016-05-26 22:31:34,,,False,748,1051,"Because climate change has one major impact that, for Trump, is awkwardly personal... ",4.4175205,1.4773381,Endorsement
realDonaldTrump,"My wife @MELANIATRUMP, and my children will be featured on @FoxNews with @Greta- 7pmE. Enjoy!
#MeetTheTrumps #Trump2016",False,,2016-05-26 22:22:50,,,False,3058,13313,"My wife @MELANIATRUMP, and my children will be featured on @FoxNews with @Greta- 7pmE. Enjoy!
#MeetTheTrumps #Trump2016",6.8677497,-3.0796344,Endorsement
HillaryClinton,"Donald Trump says he ""cherishes women."" 

Just not if they're working and pregnant. https://t.co/sd9KHSvQlO https://t.co/MQeMLNtuNG",True,TheBriefing2016,2016-05-26 22:07:30,,,False,1162,1215,"Donald Trump says he ""cherishes women."" 

Just not if they're working and pregnant.  ",4.1417513,-3.7845526,Endorsement
realDonaldTrump,"Celebrating 1237! #Trump2016 
https://t.co/hPQJc7eor0",False,,2016-05-26 21:30:31,,,False,4453,13918,"Celebrating 1237! #Trump2016 
",5.6025624,5.3628983,Opposition
realDonaldTrump,"Thank you! #Trump2016
https://t.co/SPJfMFyPjU",False,,2016-05-26 21:28:22,,,False,4021,11882,"Thank you! #Trump2016
",8.225016,-0.6697417,Endorsement
HillaryClinton,"Brian Williams says all you need to know about the GOP nominee for president.
https://t.co/yoOoljRtau",True,creynoldsnc,2016-05-26 21:19:06,,,False,288,524,"Brian Williams says all you need to know about the GOP nominee for president.
",5.5496154,5.3960795,Opposition
realDonaldTrump,"I find it offensive that Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be Native American to get in Harvard.",False,,2016-05-26 21:15:16,,,False,10479,29439,"I find it offensive that Goofy Elizabeth Warren, sometimes referred to as Pocahontas, pretended to be Native American to get in Harvard.",5.200052,4.185318,Opposition
HillaryClinton,"Born on this day in 1951, Dr. Sally Ride was the first American woman &amp; first LGBT astronaut in space. #SallyRideDay https://t.co/N0ckF5Ew7x",False,,2016-05-26 20:52:54,,,False,2977,6575,"Born on this day in 1951, Dr. Sally Ride was the first American woman &amp; first LGBT astronaut in space. #SallyRideDay ",3.657403,3.0136023,Social
realDonaldTrump,Thank you Mr. &amp; Mrs. @TomBarrackJr for the wonderful and magical evening last night. It will not be forgotten. #Trump2016,False,,2016-05-26 18:59:12,,,False,2167,9002,Thank you Mr. &amp; Mrs. @TomBarrackJr for the wonderful and magical evening last night. It will not be forgotten. #Trump2016,8.772512,3.290643,Opposition
HillaryClinton,"“Now we know what a ‘good result’ is to Donald Trump—he gets his, and you get hurt.” —Hillary",False,,2016-05-26 18:03:38,HillaryClinton,7.35893370539774e+17,False,703,1496,"“Now we know what a ‘good result’ is to Donald Trump—he gets his, and you get hurt.” —Hillary",5.2713366,-0.50836015,Security
HillaryClinton,“Donald Trump said profiting off working families getting kicked out of their homes &amp; losing their jobs would be a ‘good result.’” —Hillary,False,,2016-05-26 18:00:26,,,False,1099,2198,“Donald Trump said profiting off working families getting kicked out of their homes &amp; losing their jobs would be a ‘good result.’” —Hillary,6.0804324,0.97434795,Endorsement
HillaryClinton,"“We’ve got to do more to raise families’ incomes.
 
We can start by raising the federal minimum wage.” —Hillary https://t.co/U3KALhOd26",False,,2016-05-26 17:52:23,,,False,1820,4923,"“We’ve got to do more to raise families’ incomes.
 
We can start by raising the federal minimum wage.” —Hillary ",4.1789713,-3.25902,Endorsement
HillaryClinton,Happening now: Watch Hillary speak at the @UFCW conference in Las Vegas → https://t.co/l8fXj23LdE https://t.co/5Q98sk6QGv,False,,2016-05-26 17:40:15,,,False,386,978,Happening now: Watch Hillary speak at the @UFCW conference in Las Vegas →  ,11.003157,2.6930833,Opposition
realDonaldTrump,.@kimguilfoyle- just watched you on @OutnumberedFNC- thank you!,False,,2016-05-26 16:35:00,,,False,2228,9398,.@kimguilfoyle- just watched you on @OutnumberedFNC- thank you!,5.5222907,5.452096,Opposition
HillaryClinton,"When the economy crashed, families saw their homes foreclosed and savings disappear. 

Trump saw a chance to profit. https://t.co/tnngHNVqoL",False,,2016-05-26 15:36:34,,,False,1654,2421,"When the economy crashed, families saw their homes foreclosed and savings disappear. 

Trump saw a chance to profit. ",5.562072,5.360268,Opposition
HillaryClinton,"There’s nothing more important than protecting our kids. If we fail at that, it doesn’t matter what we get right. https://t.co/So40afmf4L",False,,2016-05-26 14:41:43,,,False,1798,4132,"There’s nothing more important than protecting our kids. If we fail at that, it doesn’t matter what we get right. ",3.5365174,2.873029,Social
realDonaldTrump,The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.,False,,2016-05-26 13:18:27,,,False,7872,22551,The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.,7.1196184,4.3896027,Opposition
HillaryClinton,".@realDonaldTrump, trying to profit off people losing their homes isn't the ""kind of thinking our country needs.""
https://t.co/Gke82XosxI",False,,2016-05-26 02:26:27,,,False,1891,3125,".@realDonaldTrump, trying to profit off people losing their homes isn't the ""kind of thinking our country needs.""
",5.56672,5.3628707,Opposition
HillaryClinton,"So, @realDonaldTrump's wall would cost $25 billion.
 
Here's what else we could do with that money.
https://t.co/LeDSdcpySI",False,,2016-05-26 01:03:13,,,False,1469,2952,"So, @realDonaldTrump's wall would cost $25 billion.
 
Here's what else we could do with that money.
",12.8212385,2.9801083,Engagement
HillaryClinton,#UAW endorses @hillaryclinton for president. https://t.co/BlOsImt7sX,True,UAW,2016-05-26 00:24:57,,,False,837,1412,#UAW endorses @hillaryclinton for president. ,4.2101197,3.1973507,Social
HillaryClinton,"With the money Trump would waste on his wall, we could help a lot of families by building infrastructure we need. https://t.co/hvEhVhdc3W",False,,2016-05-25 23:59:32,,,False,3322,7789,"With the money Trump would waste on his wall, we could help a lot of families by building infrastructure we need. ",3.5445333,2.8579216,Social
realDonaldTrump,"Thank you Anaheim, California!
#Trump2016 https://t.co/AEShamhNVS",False,,2016-05-25 23:18:54,,,False,5619,19401,"Thank you Anaheim, California!
#Trump2016 ",9.985842,2.407771,Opposition
HillaryClinton,"Getting federal contractors to disclose emissions=important step for #ActOnClimate transparency. Good move, @POTUS 
 https://t.co/3pDL83jqdR",True,johnpodesta,2016-05-25 22:58:49,,,True,312,614,"Getting federal contractors to disclose emissions=important step for #ActOnClimate transparency. Good move, @POTUS 
 ",12.785479,2.944863,Engagement
HillaryClinton,Donald Trump is fueling conspiracy theories out on the campaign trail. Can you imagine that in the Situation Room? https://t.co/rsXhqHxjeU,False,,2016-05-25 22:16:53,,,False,1251,2051,Donald Trump is fueling conspiracy theories out on the campaign trail. Can you imagine that in the Situation Room? ,6.459077,2.6166174,Social
HillaryClinton,"LGBT kids are perfect the way they are. They deserve love—not harmful ""conversion therapy."" Thanks @GovPeterShumlin. https://t.co/gFVgyqxKda",False,,2016-05-25 21:46:52,,,True,1740,3976,"LGBT kids are perfect the way they are. They deserve love—not harmful ""conversion therapy."" Thanks @GovPeterShumlin. ",13.017825,-1.7352086,Engagement
HillaryClinton,The @realDonaldTrump business model: exploit anyone or anything he can to turn a quick buck. https://t.co/tRjRJXJ2x0,False,,2016-05-25 21:04:59,,,False,805,1340,The @realDonaldTrump business model: exploit anyone or anything he can to turn a quick buck. ,3.8037026,2.686027,Social
HillaryClinton,Excited to be back with a good friend. Watch @TheEllenShow today at 4 pm ET. https://t.co/zfdh2SVaWb,False,,2016-05-25 19:27:36,,,False,1115,3436,Excited to be back with a good friend. Watch @TheEllenShow today at 4 pm ET. ,13.791406,0.36159542,Engagement
HillaryClinton,"Trump's wall on the border would likely cost at least $25 billion. 

Some things we could do instead: https://t.co/RDbkkyVNB6",False,,2016-05-25 18:50:40,,,False,3325,5432,"Trump's wall on the border would likely cost at least $25 billion. 

Some things we could do instead: ",5.5401754,-0.26956454,Security
realDonaldTrump,"Thank you Washington! Honored to say, on behalf of our great movement, we have broken the all time record for votes in GOP primary history.",False,,2016-05-25 18:42:55,,,False,8095,25974,"Thank you Washington! Honored to say, on behalf of our great movement, we have broken the all time record for votes in GOP primary history.",5.6003776,5.362361,Opposition
HillaryClinton,We have to build on the Affordable Care Act and continue our march toward making sure every single American has health coverage.,False,,2016-05-25 18:19:01,,,False,1003,3146,We have to build on the Affordable Care Act and continue our march toward making sure every single American has health coverage.,10.356237,1.750927,Opposition
HillaryClinton,Donald Trump doesn't seem to actually care about making America great so much as he seems to care about making himself look great.,False,,2016-05-25 18:05:21,,,False,2034,4837,Donald Trump doesn't seem to actually care about making America great so much as he seems to care about making himself look great.,8.827547,0.35567686,Opposition
HillaryClinton,"We’re stronger together. When we embrace immigrants, not denigrate them. When we build bridges, not walls.",False,,2016-05-25 18:02:01,,,False,1353,3392,"We’re stronger together. When we embrace immigrants, not denigrate them. When we build bridges, not walls.",2.9727032,3.575311,Engagement
HillaryClinton,"Donald Trump has spent his career looking to turn a profit, no matter who gets hurt in the process. https://t.co/V9lKg2F44l",False,,2016-05-25 15:58:25,,,False,971,1732,"Donald Trump has spent his career looking to turn a profit, no matter who gets hurt in the process. ",6.9193788,3.8926578,Opposition
HillaryClinton,"Trump bet against American families in the housing crash. Now he says its the ""kind of thinking our country needs."" https://t.co/FqdpntvDDc",True,TheBriefing2016,2016-05-25 15:17:32,,,False,899,1091,"Trump bet against American families in the housing crash. Now he says its the ""kind of thinking our country needs."" ",2.6249561,3.6821918,Engagement
realDonaldTrump,"The protesters in New Mexico were thugs who were flying the Mexican flag. The rally inside was big and beautiful, but outside, criminals!",False,,2016-05-25 13:39:38,,,False,12819,35185,"The protesters in New Mexico were thugs who were flying the Mexican flag. The rally inside was big and beautiful, but outside, criminals!",7.095508,-1.5210903,Endorsement
realDonaldTrump,Crooked Hillary Clinton just can't close the deal with Bernie. I had to knock out 16 very good and smart candidates. Hillary doesn't have it,False,,2016-05-25 13:14:58,,,False,7810,24412,Crooked Hillary Clinton just can't close the deal with Bernie. I had to knock out 16 very good and smart candidates. Hillary doesn't have it,4.27492,-4.032135,Endorsement
HillaryClinton,"Millions of families saw their life savings destroyed in the Great Recession.

Trump saw it as a chance to cash in. https://t.co/tnngHNVqoL",False,,2016-05-25 12:57:16,,,False,1987,2894,"Millions of families saw their life savings destroyed in the Great Recession.

Trump saw it as a chance to cash in. ",9.325218,4.3218575,Engagement
realDonaldTrump,"Goofy Senator Elizabeth Warren @elizabethforma has done less in the U.S. Senate than practically any other senator. All talk, no action!",False,,2016-05-25 12:31:56,,,False,4854,15838,"Goofy Senator Elizabeth Warren @elizabethforma has done less in the U.S. Senate than practically any other senator. All talk, no action!",9.996809,1.1222503,Opposition
realDonaldTrump,"@elizabethforma  Goofy Elizabeth Warren, sometimes known as Pocahontas, bought foreclosed housing and made a quick killing. Total hypocrite!",False,,2016-05-25 12:17:40,elizabethforma,,False,4052,7886,"@elizabethforma  Goofy Elizabeth Warren, sometimes known as Pocahontas, bought foreclosed housing and made a quick killing. Total hypocrite!",11.900241,4.017571,Engagement
realDonaldTrump,"""@gordonsr1052:  Washington, BIG Thank You for supporting Trump! We are all going to help Trump Make America Great Again! Trump2016!""",False,,2016-05-25 05:47:45,,,False,2827,10866,"""@gordonsr1052:  Washington, BIG Thank You for supporting Trump! We are all going to help Trump Make America Great Again! Trump2016!""",6.107107,1.0046862,Endorsement
realDonaldTrump,"""@buiIdthewall: @realDonaldTrump high energy!""",False,,2016-05-25 05:45:19,,,False,1984,8121,"""@buiIdthewall: @realDonaldTrump high energy!""",1.0190871,4.58152,Endorsement
realDonaldTrump,"""@PiperSul: Great speech tonight Mr.Trump! Good Luck in California! Thank you.",False,,2016-05-25 05:45:11,,,False,1827,7922,"""@PiperSul: Great speech tonight Mr.Trump! Good Luck in California! Thank you.",4.6331544,-4.400125,Endorsement
realDonaldTrump,"""@DeepakS76435750: @realDonaldTrump congratulations from India""",False,,2016-05-25 05:42:59,,,False,1669,6868,"""@DeepakS76435750: @realDonaldTrump congratulations from India""",4.094831,-3.709832,Endorsement
realDonaldTrump,"""@oasisupernova: @realDonaldTrump UP TO 8.4 MILLION FOLLOWERS. CAN'T STOP THE #TrumpTrain 🚂 #MakeAmericaGreatAgain""",False,,2016-05-25 05:42:49,,,False,2684,9643,"""@oasisupernova: @realDonaldTrump UP TO 8.4 MILLION FOLLOWERS. CAN'T STOP THE #TrumpTrain 🚂 #MakeAmericaGreatAgain""",4.1922064,-3.2854362,Endorsement
realDonaldTrump,"""@tcloer11: @realDonaldTrump Great job! Make America Great Again!""",False,,2016-05-25 05:41:30,,,False,1430,6183,"""@tcloer11: @realDonaldTrump Great job! Make America Great Again!""",4.1553206,-4.0901604,Endorsement
realDonaldTrump,"@elizabethforma Goofy Elizabeth Warren, sometimes referred to as Pocahontas because she faked the fact she is native American, is a lowlife!",False,,2016-05-25 05:37:29,elizabethforma,,False,2143,4985,"@elizabethforma Goofy Elizabeth Warren, sometimes referred to as Pocahontas because she faked the fact she is native American, is a lowlife!",5.4359083,-0.3791553,Security
realDonaldTrump,"Great rally in New Mexico, amazing crowd! Now in L.A. Big rally in Anaheim.",False,,2016-05-25 05:12:44,,,False,3167,11730,"Great rally in New Mexico, amazing crowd! Now in L.A. Big rally in Anaheim.",6.518475,4.543477,Opposition
realDonaldTrump,"Thank you Washington! #Trump2016
#MakeAmericaGreatAgain https://t.co/v9glTwj6gy",False,,2016-05-25 03:26:20,,,False,4793,14956,"Thank you Washington! #Trump2016
#MakeAmericaGreatAgain ",7.7116785,2.0695412,Endorsement
HillaryClinton,.@realDonaldTrump rooted for the housing crash that caused 5 million Americans to lose their homes. https://t.co/tnngHNVqoL,False,,2016-05-25 00:50:20,,,False,1888,2700,.@realDonaldTrump rooted for the housing crash that caused 5 million Americans to lose their homes. ,1.0212511,4.578874,Endorsement
realDonaldTrump,Great honor to receive today's endorsement of @RickSantorum. Really nice! #Trump2016,False,,2016-05-25 00:33:27,,,False,4781,15968,Great honor to receive today's endorsement of @RickSantorum. Really nice! #Trump2016,3.7146642,2.291512,Endorsement
realDonaldTrump,"After raising, w/ no obligation, almost $6M for Vets, I couldn't believe protesters formed @ Trump Tower. JUST OUT- SENT BY CROOKED HILLARY!",False,,2016-05-25 00:32:47,,,False,5032,15534,"After raising, w/ no obligation, almost $6M for Vets, I couldn't believe protesters formed @ Trump Tower. JUST OUT- SENT BY CROOKED HILLARY!",4.03016,-1.5787516,Security
HillaryClinton,"Big win for those who think we should make it easier, not harder, to vote (which really should be all of us). https://t.co/GwwHT4qopp -H",False,,2016-05-24 23:29:42,,,False,873,2160,"Big win for those who think we should make it easier, not harder, to vote (which really should be all of us).  -H",8.991191,4.32293,Engagement
HillaryClinton,Hillary's live on @TheEllenShow's Facebook page! Watch now: https://t.co/iWfEEYZVy6 https://t.co/1ZlriB1IrI,False,,2016-05-24 22:35:10,,,False,738,2159,Hillary's live on @TheEllenShow's Facebook page! Watch now:  ,5.5383716,5.4606466,Opposition
HillaryClinton,"In Trump’s world, a “good result” means Trump gets his and working families get hurt. We're better than that.",False,,2016-05-24 21:33:44,HillaryClinton,7.352199760559718e+17,False,753,1616,"In Trump’s world, a “good result” means Trump gets his and working families get hurt. We're better than that.",1.2972183,0.24217196,Endorsement
HillaryClinton,"Trying to profit off of people losing their homes isn't the ""kind of thinking our country needs."" https://t.co/AQQ6allvIv",False,,2016-05-24 21:24:36,,,True,992,1978,"Trying to profit off of people losing their homes isn't the ""kind of thinking our country needs."" ",7.0399475,4.251712,Opposition
realDonaldTrump,"Thank you @DailyMail- for setting the failing @NYTimes story straight. This is what the NYT's should have written! 
https://t.co/Feb6dhctQo",False,,2016-05-24 21:00:07,,,False,5445,12433,"Thank you @DailyMail- for setting the failing @NYTimes story straight. This is what the NYT's should have written! 
",6.0802298,0.99747306,Endorsement
HillaryClinton,"We need a president who's fighting to raise incomes for all Americans, not one who tries to profit at their expense. https://t.co/8kwnvVKp9v",False,,2016-05-24 20:37:02,,,False,1970,5441,"We need a president who's fighting to raise incomes for all Americans, not one who tries to profit at their expense. ",5.5898743,2.3105073,Endorsement
HillaryClinton,Donald Trump could bankrupt America like he bankrupted his companies. Let's make sure he never gets the chance: https://t.co/04t1BHwlVc,False,,2016-05-24 19:08:08,HillaryClinton,7.351840267435459e+17,False,960,1733,Donald Trump could bankrupt America like he bankrupted his companies. Let's make sure he never gets the chance: ,5.8341684,0.48847333,Endorsement
HillaryClinton,"Trump prioritizing his own gain over Americans' well-being isn't new, but it is telling: The only person he'll fight for is himself.",False,,2016-05-24 19:01:45,HillaryClinton,7.35182439463723e+17,False,870,1624,"Trump prioritizing his own gain over Americans' well-being isn't new, but it is telling: The only person he'll fight for is himself.",5.7440906,0.38855487,Endorsement
