handle,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,is_quote_status,retweet_count,favorite_count,cleaned_text,x,y,favorite_count_log,scaled_retweet,theme,text_sentiment,text_sentiment_score
HillaryClinton,"""Nothing is more ridiculous than Trump's claim that he's the enemy of Wall Street."" —@BarneyFrank
https://t.co/AXnllFHCTL",False,,2016-07-19 15:13:18,,,False,2374,4927,"""Nothing is more ridiculous than Trump's claim that he's the enemy of Wall Street."" —@BarneyFrank
",5.623623,-0.52245075,8.502688505213357,13.340135418171926,Security,negative,0.8208178281784058
HillaryClinton,"We’re going to enfranchise as many Americans as possible, and we're going to win. Join us: https://t.co/ydtr1uvO1o
https://t.co/TIueo6853B",False,,2016-07-19 14:07:20,,,False,3142,5862,"We’re going to enfranchise as many Americans as possible, and we're going to win. Join us: 
",4.5311775,-0.27776092,8.676416696964216,14.646551856537215,Security,positive,0.9149394631385803
realDonaldTrump,"""@RoxaneTancredi:  Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people.""",False,,2016-07-19 13:36:43,,,False,7373,24721,"""@RoxaneTancredi:  Democrats are coming to TRUMP. I used to be proud of the dem party. No more It is crooked and not for the people.""",4.6134367,0.80843776,10.115448814447769,19.46322237388464,Endorsement,negative,0.8732802867889404
HillaryClinton,Trump bulldozed his way into this nomination by sowing hate—add your name to tell him that's not who we are. https://t.co/Hmi5wxOXpz,False,,2016-07-19 13:00:47,,,False,1234,3146,Trump bulldozed his way into this nomination by sowing hate—add your name to tell him that's not who we are. ,5.4570217,5.1624765,8.054204897064407,10.726014668827325,Opposition,negative,0.9070728421211243
HillaryClinton,"A small business owner sold Donald Trump pianos for his Atlantic City casino.

Trump stiffed him for the payment.
https://t.co/9LMPenOZue",False,,2016-07-19 12:11:26,,,False,5787,8090,"A small business owner sold Donald Trump pianos for his Atlantic City casino.

Trump stiffed him for the payment.
",7.806286,-1.7542888,8.99850761180784,17.9535841157895,Endorsement,negative,0.5279688835144043
realDonaldTrump,"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention",False,,2016-07-19 04:14:11,,,False,12819,57041,"It was truly an honor to introduce my wife, Melania. Her speech and demeanor were absolutely incredible. Very proud! #GOPConvention",10.668408,3.8102958,10.951543117587086,23.40371042046538,Engagement,positive,0.9882491827011108
HillaryClinton,A good reminder. #RNCinCLE https://t.co/h64AePQG0x,False,,2016-07-19 03:20:30,,,False,5647,11761,A good reminder. #RNCinCLE ,6.981719,4.019038,9.372629275019902,17.80762203558202,Opposition,positive,0.8414707779884338
HillaryClinton,"Chip in $1 if you agree we can’t let Trump “win so big.” #RNCinCLE  https://t.co/VEDD5meehC
https://t.co/EKipgiSDky",False,,2016-07-19 03:13:05,,,False,989,2735,"Chip in $1 if you agree we can’t let Trump “win so big.” #RNCinCLE  
",6.0525465,4.7887955,7.914252278742441,9.963198061209827,Opposition,neutral,0.5305786728858948
HillaryClinton,@HillaryClinton tells @charlierose Trump is the most dangerous presidential candidate in the history of this country https://t.co/5KfW6MHscR,True,CBSEveningNews,2016-07-19 03:04:01,,,False,3020,5789,@HillaryClinton tells @charlierose Trump is the most dangerous presidential candidate in the history of this country ,5.9819727,0.08934554,8.663887570567042,14.454474733943606,Endorsement,negative,0.911949634552002
HillaryClinton,"Watch out, fog machine rental company. Trump isn't great at paying his invoices. https://t.co/kkyMEEzhKp",True,TheDemocrats,2016-07-19 02:52:53,,,False,2155,4373,"Watch out, fog machine rental company. Trump isn't great at paying his invoices. ",6.8826303,-3.0801697,8.383433201236713,12.91662619943386,Endorsement,negative,0.7306588292121887
HillaryClinton,"Ret. Lt. Gen. Flynn thinks that “fear of Muslims is rational."" #RNCinCLE https://t.co/xFaVbCmfxu",True,TheBriefing2016,2016-07-19 02:45:49,,,False,764,1013,"Ret. Lt. Gen. Flynn thinks that “fear of Muslims is rational."" #RNCinCLE ",6.9601555,-2.9789464,6.921658184151129,9.141787449257912,Endorsement,neutral,0.8099871873855591
HillaryClinton,Literally. #RNCinCLE https://t.co/LgwTgR7rOO,True,literally_trump,2016-07-19 02:34:14,,,False,536,1068,Literally. #RNCinCLE ,3.252943,-4.385797,6.974478911025045,8.12309620089136,Endorsement,neutral,0.7393254637718201
HillaryClinton,"When @realDonaldTrump makes you mad, chip in to make him…sad! https://t.co/VEDD5mvPGc https://t.co/LJ36UTZeGz",False,,2016-07-19 02:22:31,,,False,1235,2881,"When @realDonaldTrump makes you mad, chip in to make him…sad!  ",3.2734404,-4.3840337,7.966239776559467,10.728911243277835,Endorsement,negative,0.7686315774917603
HillaryClinton,"Trump took over $100,000 from emergency 9/11 funds for small businesses—for his swanky Wall Street property. https://t.co/fToO6xAchz",False,,2016-07-19 02:19:33,,,False,3049,3844,"Trump took over $100,000 from emergency 9/11 funds for small businesses—for his swanky Wall Street property. ",4.146252,-4.132724,8.254528881939745,14.500594505945724,Endorsement,neutral,0.5675095915794373
HillaryClinton,"Republicans have a lot of nice things to say—when it's not an election year. Thanks, Mayor Giuliani. #RNCinCLE https://t.co/h24PKVqPFE",False,,2016-07-19 02:10:05,,,False,15969,29485,"Republicans have a lot of nice things to say—when it's not an election year. Thanks, Mayor Giuliani. #RNCinCLE ",4.140911,-4.0168743,10.291670853409766,25.182136496062977,Endorsement,positive,0.9067919254302979
HillaryClinton,Republicans say the world doesn't respect us. The world disagrees. #RNCinCLE https://t.co/xDCAikvvUo,False,,2016-07-19 02:06:25,,,False,3752,7189,Republicans say the world doesn't respect us. The world disagrees. #RNCinCLE ,12.628485,0.5945071,8.880446450715093,15.538924023345007,Engagement,negative,0.8096774220466614
HillaryClinton,Remember when Tom Cotton wrote a letter to the leader of Iran to undermine the Obama admin? https://t.co/AJGnM05Ts6 https://t.co/7aniq60UBT,True,TheBriefing2016,2016-07-19 01:46:56,,,False,1588,1627,Remember when Tom Cotton wrote a letter to the leader of Iran to undermine the Obama admin?  ,3.4065366,-4.321943,7.395107546562485,11.666757368909348,Endorsement,negative,0.5605502128601074
HillaryClinton,Tonight is no different than every other day in Trumplandia: he has been disparaging our community from day one.,True,lorellapraeli,2016-07-19 01:26:52,,,False,561,1497,Tonight is no different than every other day in Trumplandia: he has been disparaging our community from day one.,12.914697,1.192608,7.311886164077165,8.247473974122567,Engagement,negative,0.9108976125717163
HillaryClinton,Meet the starting line-up for Team Trump at the #RNCinCLE: https://t.co/RmVXAzOGoR https://t.co/qt5WajUmF6,False,,2016-07-19 00:39:43,,,False,1617,2722,Meet the starting line-up for Team Trump at the #RNCinCLE:  ,12.783803,2.9390113,7.909489492673759,11.737348688848435,Engagement,neutral,0.9541465044021606
realDonaldTrump,Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE,False,,2016-07-19 00:21:49,,,False,2940,14537,Will be on @OreillyFactor tonight at 8:30pm @FoxNews- prior to Melania's speech at the #GOPConvention. Tune in- she will do great! #RNCinCLE,10.621909,2.1741674,9.584521190044581,14.325697513313383,Opposition,positive,0.9665253758430481
HillaryClinton,"""Donald Trump lost control of his own convention before it even started."" #RNCinCLE
https://t.co/esmsUx29iH",False,,2016-07-18 23:16:01,,,False,4753,8226,"""Donald Trump lost control of his own convention before it even started."" #RNCinCLE
",6.651007,1.7140895,9.01517670716893,16.81341521070086,Endorsement,negative,0.7351847887039185
HillaryClinton,"With five million lives on the line, SCOTUS should grant DOJ's petition to rehear U.S. v. Texas. Let's keep immigrant families together. -H",False,,2016-07-18 22:56:16,,,False,1480,4047,"With five million lives on the line, SCOTUS should grant DOJ's petition to rehear U.S. v. Texas. Let's keep immigrant families together. -H",4.1636066,0.15224047,8.305978210967302,11.39603843061013,Endorsement,neutral,0.6707244515419006
HillaryClinton,"Lincoln called it ""terrible."" FDR said he hated it.

@realDonaldTrump? ""I love war.""
https://t.co/oHhEojIC1z",False,,2016-07-18 22:07:00,,,False,3201,5396,"Lincoln called it ""terrible."" FDR said he hated it.

@realDonaldTrump? ""I love war.""
",9.952563,4.168992,8.593598522618644,14.737660847816535,Engagement,negative,0.8937972187995911
HillaryClinton,"Today’s #RNCinCLE theme: “Law and Order.”
https://t.co/CSpr7PgkMS",False,,2016-07-18 21:12:14,,,False,2261,4512,"Today’s #RNCinCLE theme: “Law and Order.”
",7.2537146,1.3144251,8.414717399827001,13.125026454973131,Endorsement,neutral,0.9093583226203918
realDonaldTrump,Networks other than low ratings @CNN have been very fair and exciting!,False,,2016-07-18 20:51:55,,,False,4206,16584,Networks other than low ratings @CNN have been very fair and exciting!,3.607588,2.2460415,9.716253951381153,16.141965798130443,Endorsement,positive,0.9267401099205017
realDonaldTrump,".@CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",False,,2016-07-18 20:48:00,,,False,8351,30226,".@CNN is the worst.They go to their dumb, one-sided panels when a podium speaker is for Trump! VAST MAJORITY want: Make America Great Again!",12.973876,-1.6917185,10.316490843682582,20.288323504131082,Engagement,negative,0.9009032845497131
HillaryClinton,"""I think Hillary will go down as one of the finest secretaries of state we've had."" –@POTUS https://t.co/louCjPXhaZ",False,,2016-07-18 20:46:21,,,False,1883,5153,"""I think Hillary will go down as one of the finest secretaries of state we've had."" –@POTUS ",10.120187,4.068635,8.54752839121231,12.348572996457445,Engagement,positive,0.9659954905509949
HillaryClinton,So this is kind of scary... https://t.co/8t63MRC9x6 https://t.co/qaCWNBd0bq,True,TheBriefing2016,2016-07-18 19:50:35,,,False,969,1466,So this is kind of scary...  ,9.965398,4.1552567,7.2909747781429814,9.895580110479443,Engagement,negative,0.8093156814575195
HillaryClinton,We can't let these two anywhere near the White House. https://t.co/lcvUYk0Fiy,False,,2016-07-18 19:26:29,,,False,2432,5415,We can't let these two anywhere near the White House. ,10.01847,4.132555,8.59711281459211,13.447901627195854,Engagement,negative,0.8181412220001221
realDonaldTrump,"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!",False,,2016-07-18 17:28:04,,,False,6742,29274,"Looking forward to being at the convention tonight to watch all of the wonderful speakers including my wife, Melania. Place looks beautiful!",9.634091,4.228677,10.284489188465917,18.891346598055833,Engagement,positive,0.9907788038253784
HillaryClinton,Commit to vote today to show @realDonaldTrump we're #StrongerTogether: https://t.co/hPtEBqwrKy,False,,2016-07-18 17:19:15,,,False,855,1974,Commit to vote today to show @realDonaldTrump we're #StrongerTogether: ,4.9631996,-2.5693722,7.5883236773352225,9.49121995802933,Endorsement,positive,0.6616197228431702
HillaryClinton,"""I’m pleased to announce a nationwide drive to get 3 million people to register to vote and commit to vote in this election."" —Hillary",False,,2016-07-18 17:15:37,,,False,1771,5416,"""I’m pleased to announce a nationwide drive to get 3 million people to register to vote and commit to vote in this election."" —Hillary",9.902338,4.1801877,8.597297435657898,12.09872262999411,Engagement,positive,0.9311931729316711
HillaryClinton,"""As Dr. King said, 'Our lives begin to end when we become silent about things that matter.' None of can afford to be silent."" —Hillary",False,,2016-07-18 17:12:41,,,False,2261,5050,"""As Dr. King said, 'Our lives begin to end when we become silent about things that matter.' None of can afford to be silent."" —Hillary",5.640718,0.31300312,8.527341522468053,13.125026454973131,Endorsement,negative,0.5849497318267822
HillaryClinton,"We're watching the Party of Lincoln become the Party of Trump.

That's not just a loss for our country—it's a threat.",False,,2016-07-18 17:11:16,,,False,1751,4530,"We're watching the Party of Lincoln become the Party of Trump.

That's not just a loss for our country—it's a threat.",4.3476605,-4.238741,8.418697944667139,12.053006257385807,Endorsement,negative,0.8370370864868164
realDonaldTrump,"Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain 
https://t.co/TNJMUKImpK https://t.co/iFdqRvaL3q",False,,2016-07-18 17:10:39,,,False,5007,15475,"Thank you Mahoning County, Ohio! See you soon! #MakeAmericaSafeAgain 
 ",4.651708,-4.3014455,9.647045715820404,17.107735633464216,Endorsement,positive,0.9662498235702515
HillaryClinton,"""In times like these, we need a president who can help pull us together, not split us apart. I will work every single day to do just that.""",False,,2016-07-18 17:09:18,,,False,1134,3597,"""In times like these, we need a president who can help pull us together, not split us apart. I will work every single day to do just that.""",4.4441867,-4.033612,8.188133414510478,10.428079934659348,Endorsement,positive,0.6803350448608398
HillaryClinton,Let’s also put ourselves in the shoes of police officers. Empathy works both ways. We’ve got to try to see the world through their eyes.,False,,2016-07-18 17:07:10,,,False,980,3467,Let’s also put ourselves in the shoes of police officers. Empathy works both ways. We’ve got to try to see the world through their eyes.,4.4711466,-4.130914,8.151333337900432,9.932883883792687,Endorsement,neutral,0.6762312650680542
HillaryClinton,White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers that you face every day.,False,,2016-07-18 17:05:50,,,False,2272,6116,White Americans need to do a better job of listening when African Americans talk about the seen and unseen barriers that you face every day.,10.239291,3.9621744,8.718827059242566,13.14627690288486,Engagement,negative,0.5671504735946655
HillaryClinton,"""Ending systemic racism requires contributions from us all, especially those of us who haven’t experienced it ourselves."" —Hillary",False,,2016-07-18 17:04:57,,,False,1506,4027,"""Ending systemic racism requires contributions from us all, especially those of us who haven’t experienced it ourselves."" —Hillary",10.23827,3.9744127,8.301025253838453,11.462384976728309,Engagement,neutral,0.5979635119438171
HillaryClinton,People who care about protecting the lives of police officers should be committed to getting assault weapons off our streets.,False,,2016-07-18 17:01:30,,,False,1903,5316,People who care about protecting the lives of police officers should be committed to getting assault weapons off our streets.,4.197043,-3.1467643,8.57866451350434,12.392138617490858,Endorsement,negative,0.8162253499031067
HillaryClinton,"Fixing the mass incarceration crisis.
Dismantling the school-to-prison pipeline.
Helping the formerly incarcerated.

It's time to act.",False,,2016-07-18 16:57:33,,,False,1084,3458,"Fixing the mass incarceration crisis.
Dismantling the school-to-prison pipeline.
Helping the formerly incarcerated.

It's time to act.",5.5524483,5.541656,8.148734808937169,10.27250656301095,Opposition,neutral,0.5432338714599609
HillaryClinton,We must fight for criminal justice reform. Everyone is safer when there is respect for the law and when everyone is respected by the law.,False,,2016-07-18 16:53:44,,,False,1283,3761,We must fight for criminal justice reform. Everyone is safer when there is respect for the law and when everyone is respected by the law.,10.070387,4.097304,8.232706009860976,10.866146403050791,Engagement,positive,0.6330258846282959
HillaryClinton,"""Perhaps the best way to honor our police is to follow the lead of police departments across the country who are striving to do better.""",False,,2016-07-18 16:51:28,,,False,770,2808,"""Perhaps the best way to honor our police is to follow the lead of police departments across the country who are striving to do better.""",2.7512448,2.045344,7.940583827104244,9.165656454330223,Endorsement,positive,0.7840611934661865
HillaryClinton,"""Killing police officers is a terrible crime...anyone who kills a police officer and anyone who helps must be held accountable."" —Hillary",False,,2016-07-18 16:48:32,,,False,995,3379,"""Killing police officers is a terrible crime...anyone who kills a police officer and anyone who helps must be held accountable."" —Hillary",9.862534,4.200579,8.125630988477065,9.983305478136913,Engagement,negative,0.9460693001747131
HillaryClinton,Watch live as Hillary speaks to the @NAACP in Cincinnati: https://t.co/4TN7AE50zt,False,,2016-07-18 16:42:32,,,False,438,1016,Watch live as Hillary speaks to the @NAACP in Cincinnati: ,9.958067,4.1620483,6.92461239604856,7.594363318174862,Engagement,neutral,0.9428048729896545
HillaryClinton,"Donald Trump: We're going to do everything we can to make sure you never become president. https://t.co/yGdMuVf89k
https://t.co/1wuz7YrMdW",False,,2016-07-18 16:05:44,,,False,3988,6993,"Donald Trump: We're going to do everything we can to make sure you never become president. 
",9.993121,4.1456494,8.852807917623322,15.858120608642079,Engagement,negative,0.6610105037689209
HillaryClinton,"Confessions of a Republican:

""I was a Republican... Trump, he's a different kind of man. This man scares me.""
https://t.co/RP27BMtE1z",False,,2016-07-18 15:15:17,,,False,3110,5102,"Confessions of a Republican:

""I was a Republican... Trump, he's a different kind of man. This man scares me.""
",10.106238,4.0786605,8.537583881063972,14.596659021604598,Engagement,negative,0.7087938189506531
HillaryClinton,Donald Trump is about to become the @GOP nominee for president. Add your name if you won't let him win: https://t.co/Mt3d0p6MCa,False,,2016-07-18 14:33:00,,,False,937,2244,Donald Trump is about to become the @GOP nominee for president. Add your name if you won't let him win: ,10.068101,4.0335917,7.716460800176355,9.785428852333746,Engagement,neutral,0.5327073931694031
HillaryClinton,I stand with everyone at the International AIDS Conference in Durban in the fight for an #AIDSFreeGeneration. https://t.co/Dro1zQlvJv -H,False,,2016-07-18 13:21:35,,,False,955,2528,I stand with everyone at the International AIDS Conference in Durban in the fight for an #AIDSFreeGeneration.  -H,10.197535,3.9911263,7.835579246669965,9.847692004789668,Engagement,positive,0.6189658641815186
HillaryClinton,"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:
https://t.co/o6hvBy05t2",False,,2016-07-18 12:50:27,,,False,3611,6067,"""I think the Party is about to make a terrible mistake in Cleveland."" A confession from a Republican on Trump:
",6.3144345,-0.8765964,8.710784340468424,15.341782782680394,Security,negative,0.8219165205955505
HillaryClinton,"Getting rid of gun-free school zones.
Banning Muslims entering the country.

What you need to know about Trump: https://t.co/FeUD3bKX9T",False,,2016-07-18 12:05:44,,,False,1454,2402,"Getting rid of gun-free school zones.
Banning Muslims entering the country.

What you need to know about Trump: ",4.076341,-0.8258283,7.784473235736469,11.328910230943492,Security,neutral,0.7103386521339417
realDonaldTrump,STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE https://t.co/TzGbDs88b3,True,foxandfriends,2016-07-18 10:53:55,,,False,1951,8346,STILL AHEAD: @realDonaldTrump joins us at 7am/et! #RNCinCLE ,10.112025,4.0219264,9.029657471850737,12.495465021583296,Engagement,neutral,0.7860081791877747
HillaryClinton,"""Are you going to vote for the guy who wants to build a wall or for someone who's building bridges?"" —@Lin_Manuel
https://t.co/lECRboARmZ",False,,2016-07-18 02:55:29,,,False,6050,13856,"""Are you going to vote for the guy who wants to build a wall or for someone who's building bridges?"" —@Lin_Manuel
",10.252094,3.972199,9.536545799098715,18.22154193595791,Engagement,neutral,0.8231794238090515
HillaryClinton,"Eric Garner was killed two years ago today. Here's how his mother, Gwen Carr, is advocating for reform: https://t.co/C2II9Lvb9H",False,,2016-07-18 01:02:13,,,False,1046,2470,"Eric Garner was killed two years ago today. Here's how his mother, Gwen Carr, is advocating for reform: ",4.123515,-3.900566,7.81237820598861,10.15104052361048,Endorsement,neutral,0.7111720442771912
HillaryClinton,"Just a few of the ways @realDonaldTrump has proven that he's unfit for the presidency:
https://t.co/dp65Gh93JC",False,,2016-07-17 21:34:18,,,False,1967,4468,"Just a few of the ways @realDonaldTrump has proven that he's unfit for the presidency:
",11.5746355,1.4005822,8.404919948933452,12.529530182529571,Engagement,negative,0.8585625886917114
realDonaldTrump,"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",False,,2016-07-17 21:26:50,,,False,12637,40193,"President Obama just had a news conference, but he doesn't have a clue. Our country is a divided crime scene, and it will only get worse!",11.895039,-1.3922449,10.601473009736322,23.292422643650127,Engagement,negative,0.9348862171173096
realDonaldTrump,"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",False,,2016-07-17 21:22:23,,,False,15335,43347,"Our country is totally divided and our enemies are watching. We are not looking good, we are not looking smart, we are not looking tough!",5.0962424,1.6415253,10.677015845042886,24.844366472051618,Endorsement,negative,0.9415668249130249
HillaryClinton,Hillary's statement on the shooting in Baton Rouge. https://t.co/4a0MVF3025,False,,2016-07-17 21:05:58,,,False,1917,4446,Hillary's statement on the shooting in Baton Rouge. ,7.4790664,4.78083,8.399984990510696,12.42245324826856,Opposition,neutral,0.8060831427574158
realDonaldTrump,"""@60Minutes: DonaldTrump and his running mate @Mike_Pence to appear on #60Minutes in first joint interview. CBS https://t.co/lZH7qw9qmu""",False,,2016-07-17 18:41:24,,,False,4191,12801,"""@60Minutes: DonaldTrump and his running mate @Mike_Pence to appear on #60Minutes in first joint interview. CBS ",10.747339,3.779565,9.45735668770195,16.122753728324128,Engagement,neutral,0.9265657067298889
realDonaldTrump,I will be on @60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,False,,2016-07-17 18:39:36,,,False,5336,19042,I will be on @60Minutes tonight at 7:00 P.M. with Mike Pence talking about LAW AND ORDER and many other subjects! Bad times for divided USA!,7.1199102,4.366849,9.854454858958817,17.47452074442072,Opposition,negative,0.7710770964622498
realDonaldTrump,"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",False,,2016-07-17 18:26:51,,,False,36070,86776,"We are TRYING to fight ISIS, and now our own people are killing our police. Our country is divided and out of control. The world is watching",8.570839,-2.1082442,11.37109688857732,33.04066001296315,Endorsement,negative,0.9391976594924927
realDonaldTrump,"We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...
https://t.co/pPNrzG8kEa",False,,2016-07-17 17:30:42,,,False,9750,25777,"We grieve for the officers killed in Baton Rouge today. How many law enforcement and people have to...
",6.4147196,1.5017126,10.157276693964725,21.363293408489582,Endorsement,negative,0.8724910616874695
HillaryClinton,"That time Donald Trump introduced his running mate...sort of.
https://t.co/uJR7U53Cee",False,,2016-07-17 14:17:43,,,False,3331,7559,"That time Donald Trump introduced his running mate...sort of.
",7.7467527,1.5741981,8.930626469173578,14.934529471223716,Endorsement,neutral,0.8573073744773865
realDonaldTrump,The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,False,,2016-07-17 13:09:02,,,False,8879,29371,The ratings at @FoxNews blow away the ratings of @CNN - not even close. That's because CNN is the Clinton News Network and people don't like,3.0827653,4.436448,10.2877971185715,20.707198753356863,Engagement,negative,0.8690667748451233
realDonaldTrump,".@FoxNews is much better, and far more truthful, than @CNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",False,,2016-07-17 13:04:10,,,False,5522,20340,".@FoxNews is much better, and far more truthful, than @CNN, which is all negative. Guests are stacked for Crooked Hillary! I don't watch.",11.78369,-0.47253165,9.920393832602487,17.675246020874923,Engagement,negative,0.7948087453842163
realDonaldTrump,"If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H",False,,2016-07-17 12:24:04,,,False,6059,21858,"If Goofy Elizabeth Warren, a very weak Senator, didn't lie about her heritage (being Native American) she would be nothing today. Pick her H",3.9117262,-4.110546,9.992368015030003,18.230572934596204,Endorsement,negative,0.9348623752593994
realDonaldTrump,"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",False,,2016-07-17 12:14:46,,,False,7138,23682,"I hope that Crooked Hillary picks Goofy Elizabeth Warren, sometimes referred to as Pocahontas, as her V.P. Then we can litigate her fraud!",4.6299496,5.4213676,10.072512770162733,19.25420159032481,Opposition,negative,0.8597396016120911
realDonaldTrump,"It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!",False,,2016-07-17 12:06:18,,,False,6307,21741,"It doesn't matter that Crooked Hillary has experience, look at all of the bad decisions she has made. Bernie said she has bad judgement!",5.095992,1.5641727,9.987001152763945,18.475985397551977,Endorsement,negative,0.9098689556121826
realDonaldTrump,"As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!",False,,2016-07-17 11:55:21,,,False,5970,19818,"As the days and weeks go by,  we see what a total mess our country (and world) is in - Crooked Hillary Clinton led Obama into bad decisions!",6.76159,-0.06626248,9.894396352524348,18.140869968856496,Security,negative,0.9502561092376709
realDonaldTrump,We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,False,,2016-07-17 04:19:05,,,False,6168,22884,We are going to have a great time in Cleveland. Will lead to special results for our country. We will Make America Great Again!,3.2178931,4.6302094,10.038236953087743,18.339245109091607,Engagement,positive,0.9866747260093689
realDonaldTrump,"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",False,,2016-07-17 04:15:49,,,False,5666,20355,"Goofy Elizabeth Warren, who may be the least productive Senator in the U.S. Senate, must prove she is not a fraud. Without the con it's over",3.2459843,4.641539,9.921130987708723,17.827571628837184,Engagement,negative,0.65216463804245
realDonaldTrump,"Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!",False,,2016-07-17 03:39:09,,,False,2864,12907,"Thank you to Jack Morgan, Tamara Neo, Cheryl Ann Kraft and all of my friends and supporters in Virginia. GREAT JOB!",3.2027807,4.6002007,9.465602553171852,14.201176917595081,Engagement,positive,0.9833906292915344
realDonaldTrump,"""@TrumpDoonbeg: Great news! We've been nominated for Ireland's Best Golf Hotel 2016.We would appreciate your vote! https://t.co/5uEBphqdG9""",False,,2016-07-17 03:21:14,,,False,2737,11742,"""@TrumpDoonbeg: Great news! We've been nominated for Ireland's Best Golf Hotel 2016.We would appreciate your vote! ",3.008805,4.3429275,9.37101259736508,13.988085100627142,Engagement,positive,0.9841176271438599
realDonaldTrump,Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,False,,2016-07-17 03:15:22,,,False,6383,21129,Thank you to Chris Cox and Bikers for Trump - Your support has been amazing. I will never forget. MAKE AMERICA GREAT AGAIN!,3.59169,2.9493291,9.958449110610102,18.54990179715184,Social,positive,0.9850923418998718
HillaryClinton,"Your potential next president on building a wall...
 
And bathrooms.
https://t.co/SRnJ0if63D",False,,2016-07-17 01:03:45,,,False,2029,4236,"Your potential next president on building a wall...
 
And bathrooms.
",2.9344306,3.5908813,8.351610750626559,12.659814699796097,Engagement,neutral,0.7354152798652649
HillaryClinton,"Barack&amp;
Hillary&amp;
You

Join the team. https://t.co/TASO2ZKn9K https://t.co/MPEMZtVtr2",True,HFA,2016-07-17 00:27:11,,,False,1498,3976,"Barack&amp;
Hillary&amp;
You

Join the team.  ",0.1016206,2.2430663,8.28828304520769,11.442052543837164,Endorsement,neutral,0.7342385649681091
HillaryClinton,"We’ve got to say with one voice that Latinos are a vital part of the American community.
https://t.co/IfxluhqpKQ",False,,2016-07-16 21:43:03,,,False,2496,6116,"We’ve got to say with one voice that Latinos are a vital part of the American community.
",2.8138933,2.0220838,8.718827059242566,13.564845772056668,Endorsement,positive,0.768244206905365
HillaryClinton,What kind of president do we want our kids looking up to? https://t.co/pdphHQmYCM,False,,2016-07-16 20:03:06,,,False,9579,20546,What kind of president do we want our kids looking up to? ,3.423275,2.3016725,9.930470223866015,21.23766296579388,Endorsement,negative,0.8069232106208801
HillaryClinton,"Mike Pence would outlaw abortion.

And Donald Trump just made him his running mate. https://t.co/RLOgEFzW7S",False,,2016-07-16 18:17:10,,,False,6900,12899,"Mike Pence would outlaw abortion.

And Donald Trump just made him his running mate. ",3.0538,4.4016795,9.464982590349763,19.037782619633035,Engagement,negative,0.5911543369293213
HillaryClinton,.@HillaryClinton pledges #campaignfinance reform plan in first 30 days! RT if you're ready to end #CitizensUnited. https://t.co/F6yV7Ni8Ym,True,StopBigMoney,2016-07-16 17:15:40,,,False,2443,4153,.@HillaryClinton pledges #campaignfinance reform plan in first 30 days! RT if you're ready to end #CitizensUnited. ,3.0333169,4.378475,8.331827004436057,13.468146206534058,Engagement,positive,0.505950391292572
HillaryClinton,"Bad for:
✔️ The economy
✔️ Women
✔️ Immigrants 
✔️ And *literally* the planet https://t.co/M0s5sQOGrd",False,,2016-07-16 16:16:27,,,False,3199,6690,"Bad for:
✔️ The economy
✔️ Women
✔️ Immigrants 
✔️ And *literally* the planet ",7.6650887,1.1920536,8.808518618782816,14.734590821512146,Endorsement,negative,0.7689348459243774
